THUMB,INDEX,MIDDLE,G1,G2,G3,LABEL
642,775,773,928,-13820,9300,22
640,785,769,12292,-7488,7604,23
658,780,748,6672,-11952,8960,16
644,840,783,11700,-8488,8112,3
647,782,750,14468,-452,7092,4
642,786,774,15604,-5848,3840,23
654,718,684,2028,-2328,15748,5
639,837,781,-2684,-13864,6460,6
639,839,801,-316,-13676,7384,6
648,803,712,13184,532,9792,22
662,738,706,2660,-3380,15432,1
663,734,702,12060,-2468,11316,1
643,756,768,4296,3920,-17008,18
657,767,750,11716,-1276,11012,24
640,806,762,16932,-668,3276,20
649,798,854,10708,4784,11048,22
639,848,800,11700,-1984,12324,13
664,772,753,15148,-3160,5488,7
639,841,790,15792,-2616,4656,13
644,756,772,7036,6508,-14664,18
643,757,772,11260,3260,-13036,18
643,798,754,14936,-2472,6696,22
643,778,811,14856,900,7072,9
638,851,791,-5804,-13008,7404,6
642,790,773,6856,7680,-14888,17
640,785,768,12432,-5488,9188,23
661,750,732,10048,-10436,7792,25
640,781,738,16060,-456,4124,9
660,750,731,9524,-7432,10456,25
661,805,754,13752,-3380,8340,14
